0.00 0.20 0.40 0.60 0.80 1.00 1.20 1.40 1.60 1.80 2.00 2.20 2.40 2.60 2.80 3.00 3.20 3.40 3.60 3.80 4.00 4.20 4.40 4.60 4.80 5.00 5.20 5.40 5.60 5.80 6.00 6.20 6.40 6.60 6.80 7.00 7.20 7.40 7.60 7.80 8.00 8.20 8.40 8.60 8.80 9.00 9.20 9.40 9.60 9.80 10.00 10.20 10.40 10.60 10.80 11.00 11.20 11.40 11.60 11.80 12.00 12.20 12.40 12.60 12.80 13.00 13.20 13.40 13.60 13.80 14.00 14.20 14.40 14.60 14.80 15.00 15.20 15.40 15.60 15.80 16.00 16.20 16.40 16.60 16.80 17.00 17.20 17.40 17.60 17.80 18.00 18.20 18.40 18.60 18.80 19.00 19.20 19.40 19.60 19.80
0.01 0.00 0.01 0.02 0.01 0.02 0.04 0.02 0.04 0.06 0.03 0.03 0.01 0.05 0.06 0.02 0.01 0.01 0.02 0.02 0.00 0.03 0.02 0.06 0.02 0.02 0.03 0.05 0.05 0.03 0.00 0.02 0.01 0.05 0.01 0.01 0.02 0.02 0.01 0.06 0.09 0.04 0.01 0.05 0.08 0.05 0.01 0.00 0.05 0.02 0.00 0.00 0.04 0.03 0.01 0.02 0.03 0.01 0.02 0.07 0.06 0.00 0.00 0.05 0.02 0.03 0.03 0.01 0.06 0.04 0.00 0.02 0.04 0.05 0.06 0.06 0.01 0.01 0.02 0.10 0.05 0.00 0.01 0.05 0.03 0.02 0.02 0.05 0.02 0.00 0.01 0.02 0.04 0.00 0.01 0.00 0.00 0.03 0.05 0.04
